latest_week_no_24,latest_week_no_25,latest_week_date_24,latest_week_date_25,total_sales_25,total_sell_qty_25,total_in_qty_25,total_sell_rate_25,total_in_amount_25,total_sell_amount_tag_25,current_stock_amount_25,stock_rate_25,total_sales_24,total_sell_qty_24,total_sell_rate_24,total_in_amount_24,total_sell_amount_tag_24,discount_rate_25,discount_rate_24,wd_sales_25,wd_sell_qty_25,wd_in_qty_25,wd_in_tag_25,wd_sell_tag_25,wd_sell_rate_25,wd_sales_24,wd_sell_qty_24,wd_in_tag_24,wd_sell_tag_24,wd_sell_rate_24,wd_discount_rate_25,wd_discount_rate_24,week_sales_25,week_sell_qty_25,week_in_tag_25,week_sell_tag_25,week_sell_rate_25,week_sales_24,week_sell_qty_24,week_in_tag_24,week_sell_tag_24,week_sell_rate_24,week_discount_rate_25,week_discount_rate_24,week_wd_sales_25,week_wd_sell_qty_25,week_wd_in_tag_25,week_wd_sell_tag_25,week_wd_sell_rate_25,week_wd_sales_24,week_wd_sell_qty_24,week_wd_in_tag_24,week_wd_sell_tag_24,week_wd_sell_rate_24,week_wd_discount_rate_25,week_wd_discount_rate_24,growth_rate_total_sales,sell_rate_change_total,growth_rate_wd_sales,sell_rate_change_wd,growth_rate_week_sales,growth_rate_week_wd_sales
47w,47w,2024-11-24,2025-11-23,5952016840,8642,50027,19.8,33332775000,6603953000,26728822000,80.2,2524674030,4409,14.8,19804815000,2926405000,9.9,13.7,4226518320,3818,13885,17572850000,4682020000,26.6,1461827580,1427,8953920000,1696530000,18.9,9.7,13.8,1160302990,1319,142790000,1268067000,888.1,462369650,665,25910000,537635000,2075.0,8.5,14.0,935916790,782,142790000,1025180000,718.0,337131430,317,26800000,393630000,1468.8,8.7,14.4,135.8,5.0,189.1,7.7,150.9,177.6
